idx,station_name,station_id,camera_name,camera_ipaddr,nvr_rtsp_url,port,guid,channel,id,pw,type,use,nvr_ipaddr,broadcast_area,broadcast_id,cctv_id
465,양산중앙,105,P-U2,7.105.3.102,rtsp://admin:asdQWE12!@@7.105.3.22:4515/43494d06-4f9b-409b-a430-89b23f035147/3/media.smp,4515,43494d06-4f9b-409b-a430-89b23f035147,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.105.3.22,UF,1,CCTV105-002
467,양산중앙,105,P-D1,7.105.3.111,rtsp://admin:asdQWE12!@@7.105.3.22:4515/94bdd11f-ccb9-4ef1-9cce-599dc3c0ade2/3/media.smp,4515,94bdd11f-ccb9-4ef1-9cce-599dc3c0ade2,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.105.3.22,DP,1,CCTV105-003
469,양산중앙,105,P-D2,7.105.3.112,rtsp://admin:asdQWE12!@@7.105.3.22:4515/81d7385f-4dae-4215-8436-3ffb8cfc1c34/3/media.smp,4515,81d7385f-4dae-4215-8436-3ffb8cfc1c34,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.105.3.22,DP,1,CCTV105-004
471,양산중앙,105,상선 출입구(상행),7.105.3.131,rtsp://admin:asdQWE12!@@7.105.3.22:4515/cb90130e-5266-4e19-a7e7-f48e1b57f8f8/3/media.smp,4515,cb90130e-5266-4e19-a7e7-f48e1b57f8f8,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.105.3.22,UF,1,CCTV105-005
473,양산중앙,105,상선 출입구(하행),7.105.3.132,rtsp://admin:asdQWE12!@@7.105.3.22:4515/efda2cca-7dff-485b-b0f2-ae67898c5974/3/media.smp,4515,efda2cca-7dff-485b-b0f2-ae67898c5974,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.105.3.22,DP,1,CCTV105-006
475,양산중앙,105,하선 출입구(하행),7.105.3.133,rtsp://admin:asdQWE12!@@7.105.3.22:4515/0aebd8e2-5c78-41bb-bdb2-42acb92dab40/3/media.smp,4515,0aebd8e2-5c78-41bb-bdb2-42acb92dab40,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.105.3.22,DP,1,CCTV105-007
477,양산중앙,105,출구-1,7.105.3.134,,4515,,3,admin,asdQWE12!@,,,7.105.3.22,,,
479,양산중앙,105,출구-2,7.105.3.135,,4515,,3,admin,asdQWE12!@,,,7.105.3.22,,,
481,양산중앙,105,G-1,7.105.3.151,,4515,,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.105.3.22,,6,CCTV105-008
483,양산중앙,105,G-2,7.105.3.152,,4515,,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.105.3.22,,6,CCTV105-009
485,양산중앙,105,G-3,7.105.3.153,,4515,,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.105.3.22,,6,CCTV105-010
487,양산중앙,105,G-4,7.105.3.154,,4515,,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.105.3.22,,6,CCTV105-011
489,양산중앙,105,변전실-1,7.105.3.231,,4515,,3,admin,asdQWE12!@,,,7.105.3.22,,,
491,양산중앙,105,변전실-2,7.105.3.232,,4515,,3,admin,asdQWE12!@,,,7.105.3.22,,,
493,양산중앙,105,변전실-3,7.105.3.233,,4515,,3,admin,asdQWE12!@,,,7.105.3.22,,,
495,양산중앙,105,통신기기실,7.105.3.238,rtsp://admin:asdQWE12!@@7.105.3.22:4515/2020e35a-0cf3-4b43-b0f6-09edc3f9e402/3/media.smp,4515,2020e35a-0cf3-4b43-b0f6-09edc3f9e402,3,admin,asdQWE12!@,,,7.105.3.22,,,
497,양산중앙,105,신호기기실,7.105.3.239,rtsp://admin:asdQWE12!@@7.105.3.22:4515/1e1f8fef-bc1e-4435-a801-72ca89487bc2/3/media.smp,4515,1e1f8fef-bc1e-4435-a801-72ca89487bc2,3,admin,asdQWE12!@,,,7.105.3.22,,,
499,양산중앙,105,발매기/Gate,7.105.3.161,,4515,,3,admin,asdQWE12!@,,,7.105.3.22,,,
501,양산중앙,105,발매기실,7.105.3.162,,4515,,3,admin,asdQWE12!@,,,7.105.3.22,,,
503,양산중앙,105,화장실/수유실,7.105.3.121,,4515,,3,admin,asdQWE12!@,,,7.105.3.22,,,
505,양산중앙,105,E/L-1 지상,7.105.3.201,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.105.3.22,,,CCTV105-012
507,양산중앙,105,E/L-1 대합실,7.105.3.202,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.105.3.22,,,CCTV105-013
509,양산중앙,105,E/L-2 지상,7.105.3.203,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.105.3.22,,,CCTV105-014
511,양산중앙,105,E/L-2 대합실,7.105.3.204,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.105.3.22,,,CCTV105-015
513,양산중앙,105,E/L-3 환승,7.105.3.205,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.105.3.22,,,CCTV105-016
515,양산중앙,105,E/L-3 대합,7.105.3.206,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.105.3.22,,,CCTV105-017
517,양산중앙,105,E/L-4 대합,7.105.3.207,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.105.3.22,,,CCTV105-018
519,양산중앙,105,E/L-4 승강장,7.105.3.208,rtsp://admin:asdQWE12!@@7.105.3.22:4515/d674e5a1-b3ed-4267-8d0a-1c68d4020eb4/3/media.smp,4515,d674e5a1-b3ed-4267-8d0a-1c68d4020eb4,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.105.3.22,,,CCTV105-019
521,양산중앙,105,E/S-1 대합,7.105.3.171,,4515,,3,admin,asdQWE12!@,,,7.105.3.22,,,
523,양산중앙,105,E/S-1 환승,7.105.3.172,,4515,,3,admin,asdQWE12!@,,,7.105.3.22,,,
525,양산중앙,105,E/S-2 지상,7.105.3.173,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.105.3.22,"WR,WR,WR","1,4,5",CCTV105-020
527,양산중앙,105,E/S-2 대합,7.105.3.174,,4515,,3,admin,asdQWE12!@,,,7.105.3.22,,,
529,양산중앙,105,E/S-3 대합,7.105.3.175,rtsp://admin:asdQWE12!@@7.105.3.22:4515/9340e5d4-e843-4114-93e3-5aaec86e87bb/3/media.smp,4515,9340e5d4-e843-4114-93e3-5aaec86e87bb,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.105.3.22,"WR,WR,WR","1,4,5",CCTV105-021
531,양산중앙,105,E/S-3 승강장,7.105.3.176,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.105.3.22,"WR,WR,WR","1,4,5",CCTV105-022
533,양산중앙,105,E/S-4 대합,7.105.3.177,rtsp://admin:asdQWE12!@@7.105.3.22:4515/79dcec44-4310-4a1a-8a57-ae0eba7a66f8/3/media.smp,4515,79dcec44-4310-4a1a-8a57-ae0eba7a66f8,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.105.3.22,"WR,WR,WR","1,4,5",CCTV105-023
535,양산중앙,105,E/S-4 승강장,7.105.3.178,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.105.3.22,"WR,WR,WR","1,4,5",CCTV105-024
537,양산중앙,105,선로전환기 카메라-18,7.105.3.71,rtsp://admin:asdQWE12!@@7.105.3.22:4515/053d0e82-e344-4937-a81f-97a2c8eebeaf/3/media.smp,4515,053d0e82-e344-4937-a81f-97a2c8eebeaf,3,admin,asdQWE12!@,,,7.105.3.22,,,
539,양산중앙,105,선로전환기 카메라-19,7.105.3.72,rtsp://admin:asdQWE12!@@7.105.3.22:4515/8819e43b-bd24-40d8-84ff-9ea39d0b9622/3/media.smp,4515,8819e43b-bd24-40d8-84ff-9ea39d0b9622,3,admin,asdQWE12!@,,,7.105.3.22,,,
541,양산중앙,105,선로전환기 카메라-20,7.105.3.73,rtsp://admin:asdQWE12!@@7.105.3.22:4515/62bacf26-b390-4a09-b1d7-acd90d390a4b/3/media.smp,4515,62bacf26-b390-4a09-b1d7-acd90d390a4b,3,admin,asdQWE12!@,,,7.105.3.22,,,
543,양산중앙,105,선로전환기 카메라-21,7.105.3.74,rtsp://admin:asdQWE12!@@7.105.3.74:4515/4cd7ccff-5278-4a5a-8129-ea186757454f/3/media.smp,4515,4cd7ccff-5278-4a5a-8129-ea186757454f,3,admin,asdQWE12!@,,,7.105.3.74,,,
545,신기,106,PSD-U1-1,7.106.3.241,rtsp://admin:asdQWE12!@@7.106.3.22:4515/7ae1b7fa-e805-4a06-896c-d1e12455adad/3/media.smp,4515,7ae1b7fa-e805-4a06-896c-d1e12455adad,3,admin,asdQWE12!@,,,7.106.3.22,,,
547,신기,106,PSD-U1-2,7.106.3.242,rtsp://admin:asdQWE12!@@7.106.3.22:4515/e68ff66a-a1c9-4b37-ae71-35f986ccdf45/3/media.smp,4515,e68ff66a-a1c9-4b37-ae71-35f986ccdf45,3,admin,asdQWE12!@,,,7.106.3.22,,,
549,신기,106,PSD-U2-1,7.106.3.243,rtsp://admin:asdQWE12!@@7.106.3.22:4515/2e62f832-e719-4c24-9a73-13024946b5e2/3/media.smp,4515,2e62f832-e719-4c24-9a73-13024946b5e2,3,admin,asdQWE12!@,,,7.106.3.22,,,
551,신기,106,PSD-U2-2,7.106.3.244,rtsp://admin:asdQWE12!@@7.106.3.22:4515/054483c7-1354-4dbf-9e39-eb3c0187b0d5/3/media.smp,4515,054483c7-1354-4dbf-9e39-eb3c0187b0d5,3,admin,asdQWE12!@,,,7.106.3.22,,,
553,신기,106,PSD-D1-1,7.106.3.245,rtsp://admin:asdQWE12!@@7.106.3.22:4515/26adc6f5-6f72-43ef-aa7d-ddcaa5fd6c1d/3/media.smp,4515,26adc6f5-6f72-43ef-aa7d-ddcaa5fd6c1d,3,admin,asdQWE12!@,,,7.106.3.22,,,
555,신기,106,PSD-D1-2,7.106.3.246,rtsp://admin:asdQWE12!@@7.106.3.22:4515/c8ec8d8c-40d0-4ea7-9eec-01d5a348139a/3/media.smp,4515,c8ec8d8c-40d0-4ea7-9eec-01d5a348139a,3,admin,asdQWE12!@,,,7.106.3.22,,,
557,신기,106,PSD-D2-1,7.106.3.247,rtsp://admin:asdQWE12!@@7.106.3.22:4515/b72a08e4-3daa-4f95-8670-298cd7f18188/3/media.smp,4515,b72a08e4-3daa-4f95-8670-298cd7f18188,3,admin,asdQWE12!@,,,7.106.3.22,,,
559,신기,106,PSD-D2-2,7.106.3.248,rtsp://admin:asdQWE12!@@7.106.3.22:4515/d71fc350-8ea8-4db9-aff9-1700153da444/3/media.smp,4515,d71fc350-8ea8-4db9-aff9-1700153da444,3,admin,asdQWE12!@,,,7.106.3.22,,,
561,신기,106,P-U1,7.106.3.101,rtsp://admin:asdQWE12!@@7.106.3.22:4515/5b65e07b-a49f-4a43-b07b-dc8d208ebef9/3/media.smp,4515,5b65e07b-a49f-4a43-b07b-dc8d208ebef9,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.106.3.22,UF,1,CCTV106-001
563,신기,106,P-U2,7.106.3.102,rtsp://admin:asdQWE12!@@7.106.3.22:4515/937a442d-063c-4281-9fe8-c41ff4544d81/3/media.smp,4515,937a442d-063c-4281-9fe8-c41ff4544d81,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.106.3.22,UF,1,CCTV106-002
565,신기,106,P-D1,7.106.3.111,rtsp://admin:asdQWE12!@@7.106.3.22:4515/4815156e-bac0-4ea6-a89a-50e0edccf780/3/media.smp,4515,4815156e-bac0-4ea6-a89a-50e0edccf780,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.106.3.22,DP,1,CCTV106-003
567,신기,106,P-D2,7.106.3.112,rtsp://admin:asdQWE12!@@7.106.3.22:4515/49a409cc-8f58-419d-a8ef-5ce28386e78f/3/media.smp,4515,49a409cc-8f58-419d-a8ef-5ce28386e78f,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.106.3.22,DP,1,CCTV106-004
569,신기,106,하선 출입구(상행),7.106.3.131,rtsp://admin:asdQWE12!@@7.106.3.22:4515/a068c29b-d10a-4783-8827-355b5f026d1b/3/media.smp,4515,a068c29b-d10a-4783-8827-355b5f026d1b,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.106.3.22,UF,1,CCTV106-005
571,신기,106,하선 출입구(하행),7.106.3.132,rtsp://admin:asdQWE12!@@7.106.3.22:4515/3f64323b-e067-4e81-aec5-ba3d066f0875/3/media.smp,4515,3f64323b-e067-4e81-aec5-ba3d066f0875,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.106.3.22,DP,1,CCTV106-006
573,신기,106,출구-1,7.106.3.133,,4515,,3,admin,asdQWE12!@,,,7.106.3.22,,,
575,신기,106,출구-2,7.106.3.134,,4515,,3,admin,asdQWE12!@,,,7.106.3.22,,,
577,신기,106,G-1,7.106.3.151,,4515,,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.106.3.22,,,CCTV106-007
579,신기,106,G-2,7.106.3.152,,4515,,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.106.3.22,,,CCTV106-008
581,신기,106,전기실-1,7.106.3.236,rtsp://admin:asdQWE12!@@7.106.3.22:4515/865c39ce-58c2-434a-a55a-8e4e249efd73/3/media.smp,4515,865c39ce-58c2-434a-a55a-8e4e249efd73,3,admin,asdQWE12!@,,,7.106.3.22,,,
583,신기,106,전기실-2,7.106.3.237,rtsp://admin:asdQWE12!@@7.106.3.22:4515/fc75e180-c3f4-436f-a2e4-2f9cf9331cdb/3/media.smp,4515,fc75e180-c3f4-436f-a2e4-2f9cf9331cdb,3,admin,asdQWE12!@,,,7.106.3.22,,,
585,신기,106,통신기기실,7.106.3.238,rtsp://admin:asdQWE12!@@7.106.3.22:4515/7dd8f200-dbd2-4e97-8298-67ca91291154/3/media.smp,4515,7dd8f200-dbd2-4e97-8298-67ca91291154,3,admin,asdQWE12!@,,,7.106.3.22,,,
587,신기,106,신호기기실,7.106.3.239,rtsp://admin:asdQWE12!@@7.106.3.22:4515/4f7b49e9-e9f1-42b4-9940-a1e1f8a5d805/3/media.smp,4515,4f7b49e9-e9f1-42b4-9940-a1e1f8a5d805,3,admin,asdQWE12!@,,,7.106.3.22,,,
589,신기,106,발매기,7.106.3.161,,4515,,3,admin,asdQWE12!@,,,7.106.3.22,,,
591,신기,106,발매기실,7.106.3.162,,4515,,3,admin,asdQWE12!@,,,7.106.3.22,,,
593,신기,106,화장실,7.106.3.121,,4515,,3,admin,asdQWE12!@,,,7.106.3.22,,,
595,신기,106,장애인 화장실,7.106.3.122,,4515,,3,admin,asdQWE12!@,,,7.106.3.22,,,
597,신기,106,E/L-1 대합실,7.106.3.202,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.106.3.22,,,CCTV106-009
599,신기,106,E/L-1 승강장,7.106.3.201,rtsp://admin:asdQWE12!@@7.106.3.22:4515/ed26d98f-5d75-4b19-a083-a5b6df94dddb/3/media.smp,4515,ed26d98f-5d75-4b19-a083-a5b6df94dddb,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.106.3.22,,,CCTV106-010
601,신기,106,E/L-2 지상,7.106.3.203,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.106.3.22,,,CCTV106-011
603,신기,106,E/L-2 대합실,7.106.3.204,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.106.3.22,,,CCTV106-012
605,신기,106,E/L-3 지상,7.106.3.205,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.106.3.22,,,CCTV106-013
607,신기,106,E/L-3 대합실,7.106.3.206,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.106.3.22,,,CCTV106-014
609,신기,106,E/S-1 대합,7.106.3.171,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.106.3.22,"WR,WR,WR","1,4,5",CCTV106-015
611,신기,106,E/S-1 승강장,7.106.3.172,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.106.3.22,"WR,WR,WR","1,4,5",CCTV106-016
613,신기,106,E/S-2 대합,7.106.3.173,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.106.3.22,"WR,WR,WR","1,4,5",CCTV106-017
615,신기,106,E/S-2 중간,7.106.3.174,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.106.3.22,"WR,WR,WR","1,4,5",CCTV106-018
617,신기,106,E/S-3 대합,7.106.3.175,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.106.3.22,"WR,WR,WR","1,4,5",CCTV106-019
619,신기,106,E/S-3 중간,7.106.3.176,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.106.3.22,"WR,WR,WR","1,4,5",CCTV106-020
621,신기,106,E/S-4 지상,7.106.3.178,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.106.3.22,"WR,WR,WR","1,4,5",CCTV106-021
623,신기,106,E/S-4 대합,7.106.3.177,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.106.3.22,"WR,WR,WR","1,4,5",CCTV106-022
625,신기,106,E/S-5 지상,7.106.3.180,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.106.3.22,"WR,WR,WR","1,4,5",CCTV106-023
627,신기,106,E/S-5 대합,7.106.3.179,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.106.3.22,"WR,WR,WR","1,4,5",CCTV106-024
629,신기,106,선로전환기 카메라-22,7.106.3.71,rtsp://admin:asdQWE12!@@7.106.3.22:4515/50d3aeab-156a-4047-9dc8-defe79fc3fc4/3/media.smp,4515,50d3aeab-156a-4047-9dc8-defe79fc3fc4,3,admin,asdQWE12!@,,,7.106.3.22,,,
631,신기,106,선로전환기 카메라-23,7.106.3.72,rtsp://admin:asdQWE12!@@7.106.3.72:4515/e93badd3-d95e-4137-862b-77a35ba35e85/3/media.smp,4515,e93badd3-d95e-4137-862b-77a35ba35e85,3,admin,asdQWE12!@,,,7.106.3.72,,,
633,북정,107,PSD-U1-1,7.107.3.241,rtsp://admin:asdQWE12!@@7.107.3.22:4515/4b05f430-7521-412a-9f60-861ad04f1a0b/3/media.smp,4515,4b05f430-7521-412a-9f60-861ad04f1a0b,3,admin,asdQWE12!@,,,7.107.3.22,,,
635,북정,107,PSD-U1-2,7.107.3.242,rtsp://admin:asdQWE12!@@7.107.3.22:4515/c4751e1d-8010-4b2d-8f0f-69d03b27c02e/3/media.smp,4515,c4751e1d-8010-4b2d-8f0f-69d03b27c02e,3,admin,asdQWE12!@,,,7.107.3.22,,,
637,북정,107,PSD-U2-1,7.107.3.243,rtsp://admin:asdQWE12!@@7.107.3.22:4515/558ef507-7ed1-40cb-b954-dd776833d7e4/3/media.smp,4515,558ef507-7ed1-40cb-b954-dd776833d7e4,3,admin,asdQWE12!@,,,7.107.3.22,,,
639,북정,107,PSD-U2-2,7.107.3.244,rtsp://admin:asdQWE12!@@7.107.3.22:4515/4ac4d580-8669-44fa-aaea-6cdadc484916/3/media.smp,4515,4ac4d580-8669-44fa-aaea-6cdadc484916,3,admin,asdQWE12!@,,,7.107.3.22,,,
641,북정,107,PSD-D1-1,7.107.3.245,rtsp://admin:asdQWE12!@@7.107.3.22:4515/edecb642-3c16-42e8-a078-70d182383b35/3/media.smp,4515,edecb642-3c16-42e8-a078-70d182383b35,3,admin,asdQWE12!@,,,7.107.3.22,,,
643,북정,107,PSD-D1-2,7.107.3.246,rtsp://admin:asdQWE12!@@7.107.3.22:4515/bc2918af-c6cd-4119-82d9-80a9b4efb9d2/3/media.smp,4515,bc2918af-c6cd-4119-82d9-80a9b4efb9d2,3,admin,asdQWE12!@,,,7.107.3.22,,,
645,북정,107,PSD-D2-1,7.107.3.247,rtsp://admin:asdQWE12!@@7.107.3.22:4515/ce0e7b6a-7dde-444b-8a47-1f72d546a3be/3/media.smp,4515,ce0e7b6a-7dde-444b-8a47-1f72d546a3be,3,admin,asdQWE12!@,,,7.107.3.22,,,
647,북정,107,PSD-D2-2,7.107.3.248,rtsp://admin:asdQWE12!@@7.107.3.22:4515/63b1cda2-7bec-416e-a506-1830653b88f1/3/media.smp,4515,63b1cda2-7bec-416e-a506-1830653b88f1,3,admin,asdQWE12!@,,,7.107.3.22,,,
649,북정,107,P-U1,7.107.3.101,rtsp://admin:asdQWE12!@@7.107.3.22:4515/f00dbcfb-9fa3-4dc3-853f-fa736d2bb8a2/3/media.smp,4515,f00dbcfb-9fa3-4dc3-853f-fa736d2bb8a2,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.107.3.22,UF,1,CCTV107-001
651,북정,107,P-U2,7.107.3.102,rtsp://admin:asdQWE12!@@7.107.3.22:4515/3fa13578-a5b4-4929-8588-16c043a8b120/3/media.smp,4515,3fa13578-a5b4-4929-8588-16c043a8b120,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.107.3.22,UF,1,CCTV107-002
653,북정,107,P-D1,7.107.3.111,rtsp://admin:asdQWE12!@@7.107.3.22:4515/3a2f12f7-da15-4e10-9dd7-cf86f296926f/3/media.smp,4515,3a2f12f7-da15-4e10-9dd7-cf86f296926f,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.107.3.22,DP,1,CCTV107-003
655,북정,107,P-D2,7.107.3.112,rtsp://admin:asdQWE12!@@7.107.3.22:4515/fe48bda9-3139-4c7a-80d1-76bfdfadab9e/3/media.smp,4515,fe48bda9-3139-4c7a-80d1-76bfdfadab9e,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.107.3.22,DP,1,CCTV107-004
657,북정,107,하선 출입구(상행),7.107.3.131,rtsp://admin:asdQWE12!@@7.107.3.22:4515/c3c6c433-a16d-4214-91c7-644b9fd7c803/3/media.smp,4515,c3c6c433-a16d-4214-91c7-644b9fd7c803,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.107.3.22,UF,1,CCTV107-005
659,북정,107,하선 출입구(하행),7.107.3.132,rtsp://admin:asdQWE12!@@7.107.3.22:4515/1e2a586b-5592-4b28-8998-7349ddc04a2e/3/media.smp,4515,1e2a586b-5592-4b28-8998-7349ddc04a2e,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.107.3.22,DP,1,CCTV107-006
661,북정,107,출구-1,7.107.3.133,,4515,,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.107.3.22,,,CCTV107-007
663,북정,107,출구-2,7.107.3.134,,4515,,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.107.3.22,,,CCTV107-008
665,북정,107,G-1,7.107.3.151,,4515,,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.107.3.22,,,CCTV107-009
667,북정,107,G-2,7.107.3.152,rtsp://admin:asdQWE12!@@7.107.3.22:4515/ef10c99d-9475-42aa-8771-c49a691360c1/3/media.smp,4515,ef10c99d-9475-42aa-8771-c49a691360c1,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.107.3.22,,,CCTV107-010
669,북정,107,변전실-1,7.107.3.231,rtsp://admin:asdQWE12!@@7.107.3.22:4515/d3ba20a3-44ab-4604-a8a8-d1d330f873b1/3/media.smp,4515,d3ba20a3-44ab-4604-a8a8-d1d330f873b1,3,admin,asdQWE12!@,,,7.107.3.22,,,
671,북정,107,변전실-2,7.107.3.232,rtsp://admin:asdQWE12!@@7.107.3.22:4515/2d00c0d7-25ac-4c9d-b59d-d3a12e140ff1/3/media.smp,4515,2d00c0d7-25ac-4c9d-b59d-d3a12e140ff1,3,admin,asdQWE12!@,,,7.107.3.22,,,
673,북정,107,변전실-3,7.107.3.233,rtsp://admin:asdQWE12!@@7.107.3.22:4515/7ec6b40b-3f37-470e-ac17-5a77e05f75a3/3/media.smp,4515,7ec6b40b-3f37-470e-ac17-5a77e05f75a3,3,admin,asdQWE12!@,,,7.107.3.22,,,
675,북정,107,변전실-4,7.107.3.234,rtsp://admin:asdQWE12!@@7.107.3.22:4515/8f8c3ff9-8cf7-4b95-9c1a-5a6e66e763cb/3/media.smp,4515,8f8c3ff9-8cf7-4b95-9c1a-5a6e66e763cb,3,admin,asdQWE12!@,,,7.107.3.22,,,
677,북정,107,통신기기실,7.107.3.238,rtsp://admin:asdQWE12!@@7.107.3.22:4515/453d6359-7977-4404-b33d-66699a652a88/3/media.smp,4515,453d6359-7977-4404-b33d-66699a652a88,3,admin,asdQWE12!@,,,7.107.3.22,,,
679,북정,107,신호기기실,7.107.3.239,,4515,,3,admin,asdQWE12!@,,,7.107.3.22,,,
681,북정,107,발매기,7.107.3.161,rtsp://admin:asdQWE12!@@7.107.3.22:4515/4ecb098c-e4ca-49a2-922f-9487b85183e8/3/media.smp,4515,4ecb098c-e4ca-49a2-922f-9487b85183e8,3,admin,asdQWE12!@,,,7.107.3.22,,,
683,북정,107,발매기실,7.107.3.162,,4515,,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.107.3.22,WR,1,CCTV107-011
685,북정,107,화장실,7.107.3.121,rtsp://admin:asdQWE12!@@7.107.3.22:4515/0bee2f40-b508-46e6-a25a-58ab029c83e7/3/media.smp,4515,0bee2f40-b508-46e6-a25a-58ab029c83e7,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움, 침입 감시",7.107.3.22,WR,1,CCTV107-012
687,북정,107,장애인 화장실,7.107.3.122,rtsp://admin:asdQWE12!@@7.107.3.22:4515/c1855fb3-440b-4d87-b0d6-d857e629d466/3/media.smp,4515,c1855fb3-440b-4d87-b0d6-d857e629d466,3,admin,asdQWE12!@,,,7.107.3.22,,,
689,북정,107,E/L-1 대합실,7.107.3.202,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.107.3.22,,,CCTV107-013
